sailnumber	name	type
GRE/GRE1740	LENA	ELAN 40 SD FK
GER/GER6640	LENA LY	SWAN 40.2
ESP/ESP10373_C	LEO II	DEHLER 34
FRA/FRA39337	LEON	JPK 10.80
FRA/FRA36755	LES BARBARES	ELAN 340 Sdt
FRA/FRA19756	LES RAPETOUS	FIRST CLASS 10 Mod
ISR/ISR380	LESTE	Elan 380 
ITA/ITA17046	LET ME SEA !	GRAND SOLEIL 46 BC
FRA/FRA37763	LETTY	APHRODITE 101
GRE/GRE1295	LEVANTE	DISCOVERY 3000EXT
GER/J801065	LEVANTE SPRINTER	J-80 OD
NOR/NOR15125	LEX	XP-38
ITA/ITA14756	LIBERA	PIONIER
ITA/ITA13967	LIBERA	GRAND SOLEIL 343 G
ITA/ITA15125	LIBERAMENTE	COMET 38
ITA/ITA15145	LIBERTINE	COMET 45 S
ESP/ESP10498_C	LIBERTY	JOUET 24
ESP/ESP5111_C	LIBERTYENLAMAR	FIRST 40.7
ESP/ESP5111_R	LIBERTYENLAMAR	FIRST 40.7
GER/GER4910	LICHTBLICK	FIRST 31.7
ITA/ITA16529	LIGHEA	MARLIN 9.15
ITA/ITA266J24	LIGHEA	J-24
GRE/GRE4947	LIGO-LIGO	SHAMROCK
ARG/ARG3628	LIHUEN	PLENAMAR 40
ITA/ITA16938	LILA	GRAND SOLEIL 40
GRE/GRE1836	LILI	OCEANIS 45
ESP/ARG1771	LIMAY	BRAMADOR 34
ESP/ESP9718	LIMBO II	XP-44
ESP/ESP9718_R	LIMBO II	XP-44
ESP/ESP10055	LIMITLESS MARINE DESIGN	DUFOUR 36 P
GRE/GRE130	LINA	TRIDENT 80
NOR/NOR11203	LISA	Bavaria 35 Match
AUT/AUT3	LISBETH	FROEKEN 34
GER/GER7125	LIV	X-43
ESP/DEN21	LIV	ATHENA 34
ESP/ESP9298_C	LLAMPA	Bavaria 44 VISION
ARG/ARG3580	LLANERO	ROY 38
ESP/ESP4496	LLEVANT BLAU REGATA	FARR 39 
ESP/FRA19789_C	LO CHIVAU	BEPOX 700
ITA/ITA24528	LO STRALISCO	BLU SAIL 24
ITA/ITA17391	LO ZAMBESE VOLANTE	AZUREE 33 FC
ESP/ARG013_C	LOANCA	OCEANIS 361Clipper
ESP/ESP8157_C	LOANT	BAVARIA 33 CRUISER
ESP/ESP7771	LOBSTER	FARR PLATU 25
AUS/1236	LOCAL HERO	BH 36
GER/GER5375	LOCURA	X-362 CLASSIC
GER/GER4490	LOLA	COMFORTINA 35
SUI/SUI314	LOLA	Hanse 325 SD
ITA/ITA17300	LOLI FAST	SUNFAST 3600
FRA/FRA7122	LOLITA	CARTER 3/4 TON
GER/MINI613	LONESTAR	TIPTOP
GER/GER5427	LONGO MAI	COMFORTINA 35
FRA/FRA25827	LOONY CAT	ELAN 333 DK Lead
GER/GER7227	LOORA	FIRST 31.7
ITA/ITA17161	LORAN	SUN ODYSSEY 42 I
GER/XAA1268	LORD JIM	RODE 30
GER/GER3334	LORE	SUNSHINE
ESP/ANT104	LOST HORIZON	OLSON 30 O.D.(MOD)
GER/GER7683	LOT	SUN FAST 36
GER/GER4906	LOTTA	BANNER 30 R/C MK2
GER/GER7503	LOTTA	XP-38
NED/NED4726	LOTTE-ELISABETH	Maxi 999 * 1.45
ITA/ITA16145	LOUCURA	FARR 31 MOD
ITA/ITA13626	LOUCURA ZENTRUM CASSINO	ESTE 31
FRA/FRA9800	LOUISE ET TELMA	SUN FAST 3600 CaR2
ESP/FRA14124_C	LOULOU	FIRST 235
GRE/GRE1447	LOVA	DUFOUR GIBSEA 33
AUS/294	LOVE & WAR	S & S
FIN/FIN11625	LOW	First 34.7
ITA/ITA998	LOW NOISE II	ITALIA 9.98 F
ITA/ITA16888	LUCETTA	SUN ODYSSEY 32.2
GER/GER4643	LUCIA	HELMSMAN 43
USA/USA60888	LUCKY EIGHTS	J-124
GER/GER7455	LUCKY FIVE	FIRST 31.7
SUI/SUI777	LUCKY MACKY	MAK7 Cruise
ESP/ESP989_C	LUDOMAQUINA	J 80
ITA/ITA18170	LUDUAN RELOADED	GRAND SOLEIL 46 BC
ESP/ESP10292_C	LULA	SUN ODYSSEY 39 DS
GER/GER5586	LUNA	MOODY 38 NOSPI
ESP/ESP8233_C	LUNA MORA	BAVARIA 33 CRUISER
ITA/ITA14872	LUNA PER TE	MILLENIUM 40
ITA/ITA15279	LUPA MANNARA	ELAN 31
ITA/ITA9789	LUPACCIO	DB1
GER/GER7520	LUPERCALIA	DEHLER 35 CWS
ITA/ITA17388	LUSSY	MOUSSE 907
GER/GER7438	LUTRA	KOOPMANNS 38
GRE/GRE1224	LYGEIA	SUN ODYSSEY 32i
GER/EX76	LYNX	EXPRESS
GRE/GRE1571	LYSIANASSA	DISCOVERY 3000
NED/NED8302	La Belle	Swan 56
NOR/NOR13394	La Nina	Elan 40 dyp kj›l
NOR/NOR5052	La Nova II	ALBIN NOVA
NOR/NOR15614	La SaonA	Hanse 342 05-
NOR/NOR11686	La Sirena	Grand Soleil 37 B&
AUT/AUT88	LaWally	J/V 36
CRO/CRO1640	Ladies First	First 34.7
NOR/NOR15539	Lady Franziska	Bavaria 32 Cr
JPN/JPN6716	Lady Kanon V	Najad440ac
CRO/CRO2548	Lady Nor	More 55
CRO/CRO2529	Lady Stardust	Bavaria CR 41S
NOR/NOR9050	Lady XL	X-512
NOR/NOR25	Laila 2	Far East 28R
NOR/NOR15677	Laisy Daisy	Sun OD 45 DS
NED/NED7886	Laiva	X-41
NOR/NOR1040	Lakrisa Viola	J-80 OD
NED/SUI2193	Lallekonig	J-111
NOR/NOR9683	Lancing	GRAND SOLEIL 40 C
RSA/RSA010	Lapwing	Lavranos 34
NED/NED8173	Larx	XC-42
NOR/NOR12299	LatHans	Hanse 371
ISR/ISR322	Lataka-Be	A 40
NED/NED8492	Layam	Dehler 36 SQ
CRO/CRO2040	Le Ma Ra	Sun Odyssey 45DS
NED/NED8906	Le Pion Rouge	Pion 
NOR/NOR14586	Le Ponch	J-24
NED/NED8838	Led 2 lease	J-80
NOR/NOR12485	Leda 3	First 34.7
NED/NED8882	Leeloo	mat 11.80
AUS/933	Leroy Brown	Farr 40 one design
AUS/6982	Les Girls II	Hanse 350
NED/NED8537	Let it Be	Winner 900
RSA/SA2676	Let's Go	Buccaneer
NOR/NOR12488	Lethe	First 34.7
NLS/NED8530SH	Letitgo 3	X-40
NOR/NOR11341	Levens	Elan 37 dyp kjøl
CRO/CRO2547	Lia of Sweden	More 55
NED/NED9001	Libel	Dehler 29
RSA/SA3713	Libra	Sun Odyssey 39i
AUT/AUT34227	Licence IV	GRAND-SURPRISE
NOR/NOR723	Liffe	EXPRESS
ISR/ISR512	Lihi	J 105
NOR/NOR15510	Lille Du	Dufour 405
NOR/NOR76	Lille My	H-boot
NOR/NOR13631	Lille Myh	Sun OD 39i
NOR/NOR12850	Lille Spurven	SKIPPI 650 Cruiser
NOR/NOR9280	Lillefix	X-412
NOR/GER5843	Limer	Bavaria 35 Match
NOR/NOR6580	Linea	MAXI 999
NOR/NOR12045	Lisiane	Dufour 385
NOR/NOR14109	Little Wing	T-34
NOR/NOR14710	Livlig	Sun Od 30i
ISR/ISR361	Liz-Lu	Bavaria Cruiser 36
HUN/HUN12000	Lolita	ILC 40
NED/NED8571	Lonestar	Spirit 36SD
CAN/CAN74445	Longboard	Riptide 35-2
ISR/ISR94810	Lou of Ixopo	Sunshine 38
RSA/RSA4394	Love Affair	Hunter 34
NED/NED7526	Lovely Rita	Stern 33
NOR/NOR11649	LuRek	First 31.7 LR
NED/NED8803	Lubengula	Kolibri 900
NED/NED7895	Lucifer	SJ 320
CRO/CRO1949	Lucija	Salona 38
NOR/NOR7607	Lucille	CONTRAST 33
NOR/NOR10180	Lucky Lady II	FIRST 36.7
NOR/NOR12252	Lulu	Hanse 370
NED/NED7666	Lumen Maris	Dufour 365 GL
NOR/NOR14551	Luna	Hanse 355
CRO/CRO1821	Luna Mare	Bavaria CR 45
NOR/NOR59	Lundefuglen	IF
NOR/NOR11110	Lupona	Krohn 97/Vision 32
NOR/NOR7449	Luzern	BANNER 1/2 TON
NOR/NOR15426	Lykke	MAJESTIC 24 R
NED/NED9040	Lynx	X-40
NED/NED3340	Lyra	Albin VEGA
NOR/NOR12313	Lysing III	Sun Od 35
NOR/NOR10261	Lystig	Hanse 311 dyp kjøl
ESP/ESP10236_C	M	DUFOUR 500
FRA/FRA9807	M 8	BAV-42 Mat DK
AUS/AUS52	M3	TP 52
ESP/ESP10192_C	MAAYA THILA	RO 330 (SD)
ITA/ITA15793	MAAYAAFUSHI	SUN ODYSSEY 36i P
ESP/ESP8502	MABORAN	RO 330 SD
ESP/ESP8502_R	MABORAN	RO 330 SD
ARG/ARG001	MAC	S 40 OD
GER/GER7312	MACH 1	MOODY 45 DS
ESP/ESP2174	MACHAQUITO UNO	X 102
ITA/ITA31196	MACHI	GRAND SOLEIL 40 BC
GER/FCA919	MACHTNIX	FIRST CLASS 8
ITA/ITA11805	MACONDO	GRAND SOLEIL 39 G
ITA/ITAMACON	MACONDO III	FIRST 31.7
ARG/ARG5300	MAD MAX	MUMM 36
ITA/ITAMADAM	MADAMAPICCANTE	BAVARIA 44 CRUISER
GER/GER7556	MADAME	FIRST 38 SD
USA/USA69914	MADAME PELE	DAVIDSON 29
ITA/ITA6130	MADIFRA II	CARTER 37 OT
ESP/ITA14304	MAEA	SUN FAST 32 I
ESP/ESP7415	MAEÑA 7	FARR 42
ESP/ESP7730_C	MAFALDA 	FIRST 30 ES
JPN/JPN2603	MAGELLAN MAGER VII	OYSTER 55
ITA/ITA16691	MAGIA	G.S. 39 - 2,40
ITA/ITA16069	MAGIA	ELAN 40
ITA/ITA17252	MAGIA	POGO 12.50
ITA/ITA5529	MAGIA II	SWAN 43
GER/GER4845	MAGIC LADY	1D35
NED/NED4823	MAGIC MACHINE	One off
FRA/FRA38563	MAGIC S.E.A	A-31 Bulb Keel
ITA/ITA17421	MAGIC US	SOLARIS ONE 50
ESP/ITA1501	MAGICA	BAVARIA 35 MATCH
ITA/ITA13860	MAGICA	FIRST 40.7
ITA/ITA13484	MAGICA LUCE	FIRST 40.7
ITA/ITA14732	MAGIE	HANSE 411 SPOILER
NED/NED6821	MAGIX	X-332
ITA/ITA16219	MAGO BLU	ELAN 333
ITA/ITA16662	MAGOO W.F	ASSO 99 MOD.
ITA/ITA9943	MAHATMA	STAG 32
ESP/SWE115_C	MAIBE	6 METRO
ITA/ITA17386	MAIDIREMAI 1	SUN FAST 40
GER/ORC12	MAJO	HANSE 331 SD
GRE/GRE1274	MAJO	SWEDEN 45
ESP/ESP6619	MAJOCHE	FIRST 40.7
ESP/ESP9985_C	MAKOHE	BAVARIA 46 SK
ITA/ITA3090	MALAFEMMENA II	FARR 30
GER/GER6732	MALAGA	SYMPHONIE 312
ITA/ITA12927	MALANDRINA	MATCH 30
JPN/JPN6693	MALOLO	FIRST 40
ESP/ESP8153_C	MALTA BLUE	DUFOUR 40
ESP/ESP5435	MALVADO	DUFOUR 334 TROPHY
ITA/ITA25203	MAMIC	PLATU 25 OD
FRA/FRA37832	MANAONA	SUN ODYSSEY 32.IDK
ESP/ESP10517_C	MANBO	Hanse 400 (QB)
ESP/ESP9159_C	MANDANGA II	FORTUNA 9
NED/NED47001	MANDATE	Swan 47
ESP/ESP4436_C	MANDROS DOS	FIRST 235
AUS/6226	MANGO MADNESS	BENETEAU 473
ESP/ESP7861_C	MANGUICU SEGUNDO	ELAN 37
GRE/GRE49435	MANIA	SUN FIZZ
ESP/FRA29165_C	MANINA	FIRST 40.7
ITA/ITA870SU	MANOLA	SURPRISE
GRE/GRE1281	MANOULI TOO	SUN ODYSSEY 45.1
ESP/ESP6832	MANUELA II	DUFOUR 40
FRA/FRA9769	MAQUIS	DUFOUR 45 Gte Perf
ESP/ESP1677_C	MAR MENOR	COBO 40
GRE/GRE328	MARA	NEREIS 30
GRE/GRE1565	MARABOU	DUFOUR 4800
ESP/ESP9765_C	MARADENTRO	NORTHWIND 47
ESP/ESP10291_C	MARAL IV	BAVARIA 42 CR
ITA/ITA24088	MARAMAO	ESTE 24
ESP/ESP15028_C	MARARA 4	J.O.D. 35
ESP/ESP7270	MARATHON DOS	ASTRAEA 295 
FRA/FRA8989	MARCEL	JPK 960 Sym
ESP/ESP4476_C	MARCHALADO	DEHLER 38
ITA/ITA17341	MARCHINGENIO	MODULO 123
GRE/GRE1634	MARCI	GIBSEA 312 (SK)
ITA/ITAMARCU	MARCUS	OCEANIS 361 CLIPPE
NED/NED7309	MARE NOSTRA	Salona 45x2.10
ITA/ITA17129	MAREAMORE	RM 1260
ITA/ITA17078	MAREDO'	HANSE 350
GER/806177	MAREIKE A.	INT. 806
ESP/ESP6920_C	MAREMOTO	SUN FAST 37
ESP/ESP10486_C	MARENGO	OCEANIS 31 DK
ESP/ITA6453	MARGARITAESTALINDALAMAR	Proto Madera
NOR/NOR12561	MARGARITAVILLE	Hanse 370
ITA/ITA14378	MARGHERITA	VISMARA 45 FC
ESP/ITA11744_C	MARIA LORETO	MARGUTTE 30
ITA/ITA9355	MARIA VITTORIA	SOLARIS 47
ESP/ESP4442	MARIBEL	KELT 8.0 MOD
ITA/ITA14860	MARIE CLAIRE	STAR 60
GRE/GRE2318	MARILENA	FANDANGO 33
GRE/GRE1285	MARINA	ATLANTIC 31
ITA/ITA11940	MARINA 2	SHOW 29 B.TRAPEZ.
ESP/GBR42	MARINA GREENWICH	SWAN 42 CS
ESP/ESP5685_C	MARINA SEIS	FIRST 31.7
ESP/ESP6288_C	MARINA VIII	FIRST 36.7
FRA/FRA27695	MARINAIS	X-43 Std  (2.20m)
ITA/ITAMARGA	MARIO	BAVARIA 40
ESP/AND430	MARJUIN	GRAND SOLEIL 50 DK
GBR/GBR121	MARKS AND ...	Seascape 18
ESP/ESP8438	MARLEX35	X-35
BRA/BRA2146	MARLIM	FIRST 40.7
ITA/ITA14760	MARLIN BLU 2	FIRST 31.7
GRE/GRE405	MAROUSSO	HALLBERG RASSY 26
GRE/GRE95	MARPISSA	LC-26 IMS RACER
ESP/ESP9832_C	MARRA	OCEANIS 343 CLIPP
AUS/RQ809	MARRIAH	Ketch Roper 57
ITA/ITAMARSE	MARSERA	COMET 33
GRE/GRE1077	MARSO	DUFOUR 34
ITA/ITA15831	MART D'ESTE	ESTE 31 CUSTOM
ITA/ITA16905	MARTA III	GRAND SOLEIL 37 BC
ESP/ESP6426_C	MARTINI	DEHLER 41 CR DS
ESP/ESP10512_C	MARY	ENDURANCE 35
NED/NED5961	MARY BRYANT	Waarschip660x1.25
ITA/ITA24039	MARY POPPINS	ESTE 24
ITA/ITA143J80	MARY STAR OF THE SEA	J 80
ITA/ITA11132	MASACCIO	BA 40
ITA/ITA8B24	MASCALZONE I	BLU SAIL 24
ITA/ITA11B24	MASCALZONE II	BLU SAIL 24
AUS/ITA70	MASERATI	Volvo 70
NOR/NOR12538	MASITO	Hanse 430
ITA/ITA3005	MASQUENADA	FARR 30
FRA/FRA21963	MATADOR	A-35
ESP/ESP6817_C	MATADOR	DUFOUR 41 CL
FRA/FRA16681	MATAMOUF of RECOUCOU	ONE-OFF 9M
GER/GER6767	MATCHBOX	MAT1010
ITA/ITA3111	MATRIX	FARR 30
ESP/ESP10523_C	MATUXA	GIB SEA 33
NOR/NOR15689	MAVERICK	Seascape 24
SUI/SUI126	MAVERICK III	Dynamic 35
ESP/ESP10205_R	MAVERTA	RODMAN 42 MOD.
ESP/ESP10205	MAVERTA	RODMAN 42 MOD.
ITA/ITA15822	MAWI	SUN ODYSSEY 34.2
ARG/ARG5170	MAX POWER	MATCH 30
SUI/SUI209	MAXI-MILIAN  III	X-35SD
GER/X35197	MAXIMA	X-35 OD
ITA/ITA17229	MAXIMILIAN I	DELPHIA 33
SUI/SUI30	MAXIMUMM	Farr 30
BRA/BRA2165	MAXIMUS	IMX 45
ITA/ITA11728	MAY BE III	COMET 375 ST
ITA/ITA17417	MAYA	SUN ODYSSEY 32
ESP/ESP10170_C	MAYA PRIMERO	BOLING
FRA/FRA35427	MAYERO	X-37 Sdt
AUS/W1424	MAYFAIR	 First 40 2.48
GER/E85118	MAÎTRESSE	ESSE 850
RSA/RSA31008	MB Racing	Cape 31
ITA/ITA14351	MC SEAWONDER	MC 46
ITA/ITA12372	ME GUSTA	TRIPP 40
ITA/ITA30_6M	MEBI	6 METRI S.I.
GER/GER5078	MECKI-MESSER	IMX-38SD
GER/GER7343	MEDEA	HANSE 291
POR/ESP4392	MEDETA	FIRST 42 S7
ITA/ITA12861	MEDITERRANEA	X-362
GRE/GRE1728	MEDITERRANEO	ZUANELLI 34
ESP/ESP3334_C	MEDITERRANEO	ELAN 331
GRE/GRE1556	MEDOUSA III	ATHENA 44
ITA/ITA10682	MEDUSA	SHOW 29
ITA/ITA8854	MEFISTOFELE	PROTO IOR 79
ESP/ESP4959	MEIGAS FORA	FIRST 40.7
ESP/ESP9904_C	MEIGAS FORA III	X 99
ITA/ITA4220	MELA	SWAN 42
ITA/ITA15426	MELAGODO	FIRST 34.7
ITA/SUI180	MELAGODO	GRAND SURPRISE
ITA/ITA1491	MELANIA	ELAN 333
GRE/GRE1620	MELENI	OCEANIS 311
NED/NED205	MELGES 24	MELGES 24 OD
ITA/ITA9427	MELISSA	SWAN 42
GRE/GRE49150	MELODIE	FANDANGO 33
ITA/ITA256J24	MELPOMENE	J-24
ITA/ITA9803	MELTEM	STAG 32
GRE/GRE1701	MELTEMI	RM 1260
NOR/NOR15523	MEMENTO MORI	Hanse 350
ESP/ESP2793_C	MENESTEROS	PROTOTIPO 1/2 TON
ESP/ESP4841	MENUDETA	SUN LEGENDE 41
ESP/GBR6338_C	MENUT II	SUN FAST 36 (IK)
ITA/ITA16374	MENZONIERO	FIRST 45
ITA/ITA6	MERAVIGLIA	D 772
ITA/ITA104M20	MERCENARIA GILDA XS	MELGES 20
ARG/ARG4836	MERCENARIO 4	SOTO 44 C/R
USA/USA404	MERIDIAN X	FARR 400
ITA/ITA10790	MEROPE	PROTO
ITA/ITA17140	MEROPE	GRAND SOLEIL 40
NED/NED719	MERYN	PHASELUS
ESP/ESP1541_C	MESLLUNY	PUMA 34
GRE/GRE1721	MESOGEIOS	SUN ODYSSEY 42I
ESP/ESP2008	MESTRAL FAST	SUN FAST 36 (IK)
GRE/GRE1842	METATRON	BAVARIA 42
GRE/GRE1404	METHI	SUN ODYSSEY 36
ESP/FRA148_C	METIS	Pogo 850
SUI/SUI095	MEZZANOTTE	ESSE 850
FRA/FRA38469	MI CORAZON	DUF 34 DK Le Tall
ITA/ITA17256	MI GARBA	DUFOUR 34
NOR/NOR12466	MIA MARA	ELAN 37
ESP/ESP7702	MIAJA	DUFOUR 40
ESP/ESP6540	MICANGA	PUMA 34
ESP/ESP6540_R	MICANGA	PUMA 34
FRA/FRA9244	MICCHIOBLU	J-130 (SK)
ITA/ITA15287	MICCIARIELLO	FIRST 36.7
ITA/GBR297M24	MIG	MELGES 24 OD
FRA/FRA37244	MIJANELLE 3	FIRST 35 DK (Rod) 
GER/GER5560	MIKA	GRAND-SURPRISE
GRE/GRE1549	MIKIMI	OCEANIS 393
GER/GER7323	MILAN	STP65
GER/GER6955	MILERO VELOCE	SALONA 41
ITA/ITA17196	MILES QUICK	FIRST 45F5
ESP/ESP9996_C	MILLE	SUN FAST 26
AUS/Sm381	MILLE SABORDS	SYDNEY 38 
GER/GER7447	MILOU	JPK 10.80
ITA/ITA1717	MILU'	MYLIUS 14E55
ITA/ITA13575	MILUNA	GRAND SURPRISE
ESP/ESP9128_C	MIMAWY	DUFOUR 30 CLASSIC
FRA/GBR7627R	MIMI TEAM	PROJECTION 762
ITA/ITA14313	MIND THE GAP-TEMPUS F.	FAT 26
ESP/ESP9546	MINIMON	ELAN 340 
ITA/ITA193X35	MINUS QUAM X	X-35
GER/X99161	MINX	X-99
GER/GER5592	MIO CARO	BAVARIA 42 MATCH D
ITA/ITAMIRAS	MIRA	SCIACCHETRA'
BRA/BRA2305	MIRAGEM	BB40
ESP/ESP5512_C	MIRALEJOS	FIRST 31.7
ITA/ITA17308	MIRAN	BAVARIA 39 CRUISER
ESP/ESP8262	MIRAVER	DUFOUR 32 CLASSIC
ESP/ESP10038	MIRIAPODO	XP-38
JPN/JPN6089	MIROKU II	YOKOYAMA 12m
ITA/ITA15978	MIROS	BAVARIA 46
SUI/SUI3	MISIA	SOLARIS 36 O.D.
SUI/SUI3O	MISIA-O	SOLARIS 36 O.D.
ARG/ARG4621	MISS LILY	PANDORA 31
USA/52	MIST	TRANSPAC 52
ITA/ITA3883	MISTER A	ONE OFF
ESP/ESP10084	MISTER J	J 109
ITA/ITA16754	MISTER X 3	ITALIA 13.98
FRA/FRA38968	MISTO	DUF 36 Perf 
GER/ORC73	MISTRAL	SCHONER
ITA/ITA10792	MIVIA SECONDA	COMET 12
ITA/ITA14852	MIZAR	FIRST 31.7
ITA/ITA6889	MIZAR COCCODRILLO	IMPALA 36
ITA/ITA3567	MIZARX	X-35 OD
ESP/ESP1784	MK III	DRAC ONE TON
FRA/FRA149	MO	APHRODITE 101 Mod
ESP/FRA35815	MOANA	SUN FAST 3200 sdt
ITA/ITA445MET	MOANA	METEOR
TUR/TUR1997	MODAFEN 	First Class 7.5
ITA/ITA24077	MODESTAMENTE	ESTE 24
ITA/ITA042UFO22	MOJITO	UFO 22
SUI/SUI1281	MOJO	J-80 OD
ESP/BEL433_C	MOKINGBIRD	GRAND SOLEIL 43 BC
GRE/GRE1386	MOLOTOW	SKIPPI 650 PERFORM
ESP/ESP10490_C	MOMA	BAVARIA 38 CR
ITA/ITA9314	MOMENTS	PROTO HALF TONNER
ITA/ITA22474	MOMONE	X-43
ESP/ESP7834	MON DE L'ONA II	VROLIJK 37
ITA/ITA16677	MON ILE	FIRST 40
ARG/ARG5055	MONARCA	MONARCA 33
AUS/5656	MONDO	SYDNEY 38 
ARG/ARG3737	MONTE ANCHO	F&C 40
USA/USA61234	MOOMIN	FF33R
FRA/FRA28843	MORDICUS	MUMM 36 Mod
ITA/ITA7681	MORETTO	PROTO
ITA/ITA391	MORGAN IV	G.S. 39
GER/GER5095	MORGENROETE	X-382
NOR/NOR14569	MORILD2	Sun Fast 37
SUI/SUI2231	MORNING BREEZE	X-372
ITA/ITA8613	MORNING GLORY	ZIGGURAT 910
ITA/ITA14633	MOROSITA	SUN LEGEND 41
GER/GER5559	MORRAN	IMX-40
GER/GER6698	MOSSINOL	X-43
ESP/ESP9084	MOUCHO	SUN ODYSSEY 39i DK
ESP/ESP10184	MOURISCA	FIRST 40.7
GRE/GRE1626	MOURMOURA	DUFOUR 1800
GRE/GRE49409	MOUSMOULO	HALLBERG RASSY 26
ITA/ITA35307	MOXIE	X-35
ITA/ITA17288	MR. HYDE	JOKER MOD
ITA/ITA13636	MR. HYDE	MUMM 36
GER/GER5372	MUESLI	CB 370
ARG/ARG5282	MUKA MALUGA 3	NATIVO 38
ITA/SUI5510	MUSIC	BALTIC 50
NED/NED6637	MUSKETEER	Sigma 33 OOD
NOR/NOR13937	MUSTANG SALLY	Bavaria 38 Match
GRE/GRE1451	MUSUKO	FIRST 35
ITA/ITA14013	MUZYKA 2	X-442
NED/NED7671	MXTC	Maxfun 25
ITA/ITA2013	MY FIN	GS 45 JV
ITA/ITA3J22	MY ITALIAN DREAM	J-22 ONE DESIGN
ESP/ESP9336_C	MY LADY	MAXI 95
ITA/ITA15432	MY PASSION	FIRST 34.7
ITA/ITA2311	MY SONG	BALTIC 130
GRE/GRE1845	MY WAY	ALBIN VEGA 27
ITA/ITAMYWIN	MY WIND	FIRST 42 ST PTE
EST/EST535	MY-CAR	X-35 mod
ESP/GER1909	MYC-ONE	50 ' IOR
GRE/GRE10711	MYRIA	BAVARIA 34
GRE/GRE8137	MYSTIC	GIBSEA 302
GRE/GRE1833	MYSTIQUE	OCEANIS 343 GTE
GRE/GRE334	MYSTIS	DUFOUR 334 trophy
GRE/GRE1555	MYTHOS	SUN ODYSSEY 35
GRE/GRE1708	MYTILANA	SUN LEGENDE 41
NED/GBR1690	MaXimum	X-99
NED/NED9122	Maas	J-122 (DK)
NED/NED7006	Maatskip J	J-109
RSA/RSA69	Mac A Tin	L 26
NED/NED8911	Mac Fast	Varianta 37
SLO/SLO72	Macropus	First 40.7
AUS/RQ1066	Mad Jack	Ross 35
NOR/NOR7213	Madam Larsen	LARSEN 28
NOR/NOR11421	MadameX	X-332
NOR/NOR10407	Madcap	FIRST 40.7
NOR/NOR14798	Madeleine	Bavaria 36
AUS/MH37	Madge	Adams 10
BRA/BRA2405	Maestrale LogSub	SKIPPER 30
RSA/RSA3444	Maestro	Fast 42
RSA/RSA3455	Mafuta	Bavaria 36
RSA/RSA721	Magic	Baltic 42
NOR/NOR13540	Magic	King 40
NED/NED8841	Magic Kingdom	Eversail 42
NOR/NOR13833	Mai	A 35
NOR/NOR13571	Maija	Hanse 400
CRO/CRO1804	Maja III	Hanse 445
NED/GBR4909	Majic	J-109
NED/NED8180	Majic Potion	J-105
RSA/RSA765	Majimoto	Farr 38
RSA/SA785	Majimoto 2	Farr 38 mod.
CRO/CRO1842	Malemok III	Bavaria CR 40S
RSA/SA2962	Malgas 1	Lavarnos 34
NOR/NOR12161	Malik	RM 1200
RSA/SA3996	Malu'Lani	Mauritius 43 mod.
NOR/NOR10216	Mamar 2	Oceanis 331
NOR/NOR13922	Mango	ARCONA 400
NOR/NOR15172	Mango	Sun OD 45 ds
NOR/NOR493	Mani 2	EXPRESS
NOR/NOR10542	Marathi	Dufour 34 Standard
NOR/NOR5662	Marco polo	NESSY 94 CR/R
CAN/USA28852	Marda Gras	Santa Cruz 52
NED/NED8730	Mare	Dufour 425 GL
NOR/NOR2515	Maren	COMFORT 30
CRO/CRO13464	Mareus	First 40.7
NOR/NOR200	MargoDaphne	IF
NED/NED8707	Maria Magdalena	Bavaria 39 Cruiser
NOR/NOR14570	Marialene	Elan 350
NOR/NOR14787	Marie G	X-99 Mod.
NOR/NOR94	Marie II	H-boot
NOR/NOR3802	Marild	MIXER CR
NOR/NOR13872	Marissa	Oceanis 31
NED/NED8519	Marlene	Sun Fast  37
NED/NED8192	Marlijn	First 35
NOR/NOR15425	Marlin	Arcona 380
NOR/NOR13434	Marlin	Dehler 34 SV
NOR/NOR12517	Mars	Bavaria 32 Holiday
NOR/NOR7838	Martine	MAMBA 33
NOR/NOR5816	Martine	MAESTRO 35
CRO/CRO1827	Martini	Salona 38
RSA/RSA747	Matador	Miura
AUS/BSC35	Matagi	MD 35
NOR/NOR11074	Match	Bavaria 35 Match
NOR/NOR13853	Matchless 2	IMX 45
NOR/NOR2044	Mathilda	APHRODITE 101
NOR/NOR676	Mathilde 2	Lill Scampi / IW26
EST/EST462	Matilda 3	First 34.7
NED/NED3968	Matrix	Bashford 36
AUS/Sm3600	Maverick	Sun Fast 3600
RSA/RSA34	Maverick Meerkat	L 26
NED/NED8267	Max	XC-42
NED/NED8854	Max on Fire	Maxfun 25
NOR/NOR6168	Maxi Marta	MAXI 999
NED/NED7872	Maxima	Waarschip 40 ld
NED/Ned8666	Maxime	X-372 
NOR/NOR1040	May-Lady	GRANADA 27
RSA/SA898	Me2Me	Farr 38
CRO/EUR3822	Medot	Grand Soleil 50
NOR/NOR9841	Mee Ran	ALO 96 MS
RSA/RSA1340	Mega Freight	Simonis 35
NED/NED8648	Meicoma	BIANCA 360
NOR/NOR306	Melges 24/7 Sailing Team	MELGES 24 OD
CRO/CRO2590	Meltemi	Azuree 33 C
AUS/Sm701	Meltemi 	Wauquiez Centurion
NOR/NOR14512	Memento Vitae	Sun Fast 37
HKG/HKG064	Merlin	Magic 25
AUS/H8118	Merlion	Ben First 40.7
